AnimalId,DOB,Sex,BehaviorMom,Sire,Dam 
i84551,2/9/1984,m,551,,
i84553,1/9/1984,f,553,,
i84554,3/12/1984,f,554,,
i84562,2/8/1984,m,562,,
i84563,2/5/1984,m,563,,
i84577,4/25/1984,m,577,,
i84601,2/10/1984,f,601,,
i84606,2/23/1984,m,606,,
i84612,2/22/1984,f,612,,
i84613,2/15/1984,m,613,,
i84616,3/1/1984,f,616,,
i84617,2/12/1984,m,617,,
i84624,3/9/1984,m,624,,
i84644,3/2/1984,f,644,,
i84649,3/10/1984,f,649,,
i84655,2/22/1984,m,655,,
i84676,1/3/1984,m,676,,
i84685,2/7/1984,f,685,,
i84688,2/6/1984,f,688,,
i84700,4/10/1984,m,700,,
i84701,3/26/1984,f,701,,
i84729,3/31/1984,m,729,,
i84756,1/22/1984,f,756,,
i84759,1/3/1984,m,759,,
i84760,3/4/1984,f,760,,
i84763,2/14/1984,m,763,,
i84773,3/28/1984,m,773,,
i84782,1/9/1984,f,782,,
i84784,1/15/1984,m,784,,
i84789,2/20/1984,m,789,,
i84796,1/19/1984,u,796,,
i84798,1/10/1984,f,798,,
i847H,1/19/1984,m,7H,,
i84809,1/29/1984,m,809,,
i84813,2/14/1984,f,813,,
i84814,1/16/1984,m,814,,
i84827,2/9/1984,m,827,,
i84840,1/23/1984,f,840,,
i84850,1/9/1984,f,850,,
i84854,2/27/1984,f,854,,
i84855,4/19/1984,f,855,,
i84861,2/11/1984,f,861,,
i84885,3/2/1984,f,885,,
i84908,1/24/1984,f,908,,
i84914,3/21/1984,m,914,,
i84918,3/4/1984,m,918,,
i84923,2/21/1984,m,923,,
i84937,1/15/1984,f,937,,
i84939,1/15/1984,m,939,,
i84940,1/8/1984,f,940,,
i84946,1/7/1984,m,946,,
i84979,2/28/1984,m,979,,
i849V,3/9/1984,f,9V,,
i84A02,3/4/1984,f,A02,,
i84A07,2/25/1984,m,A07,,
i84A11,2/6/1984,m,A11,,
i84A13,1/13/1984,f,A13,,
i84A23,2/6/1984,m,A23,,
i84A24,1/23/1984,m,A24,,
i84A72,1/24/1984,f,A72,,
i84A73,3/27/1984,m,A73,,
I84B03,2/20/1984,m,B03,,
i84B08,3/9/1984,f,B08,,
i84B11,1/27/1984,m,B11,,
i84B19,2/3/1984,f,B19,,
i84B22,3/1/1984,u,B22,,
i84B29,3/4/1984,f,B29,,
i84B30,2/26/1984,m,B30,,
i84B32,2/6/1984,f,B32,,
i84B34,1/31/1984,m,B34,,
i84B35,1/23/1984,f,B35,,
i84B48,2/8/1984,f,B48,,
i84B66,3/15/1984,m,B66,,
i84B78,1/27/1984,f,B78,,
i84B80,2/27/1984,f,B80,,
i84B87,2/28/1984,m,B87,,
i84B92,3/13/1984,u,B92,,
i84B99,3/13/1984,f,B99,,
i84C00,3/2/1984,m,C00,,
i84C04,2/5/1984,f,C04,,
i84K1,1/24/1984,f,K1,,
i84M7,1/9/1984,m,M7,,
i84Z1,2/10/1984,f,Z1,,
I85,2/11/1985,m,777,,777
i85234,2/10/1985,f,234,,
i85262,1/22/1985,u,262,,
i85287,2/19/1985,m,287,,
i85404,1/24/1985,f,404,,
i85446,4/10/1985,f,446,,
i85526,12/11/1984,f,526,,
i85604,1/24/1985,u,604,,
i85746,2/12/1985,u,746,,
i85803,2/19/1985,m,803,,
i85909,2/4/1985,m,909,,
i85913,4/1/1985,f,913,,
i85A41,2/4/1985,m,A41,,
i85A47,1/30/1985,m,A47,,
i85A96,2/19/1985,m,A96,,
i85C26,3/6/1985,m,C26,,
i85C38,3/3/1985,m,C38,,
i85C57,3/26/1985,u,C57,,
i85C62,5/3/1985,f,C62,,
i85D51,3/20/1985,m,D51,,
i85D69,2/20/1985,u,D69,,
I86,2/28/1985,m,501,983,
i86443,2/13/1986,u,443,,
i86498,3/15/1986,u,498,,
i86572,4/29/1986,u,572,,
i86585,1/25/1986,f,585,,
i86587,2/10/1986,m,587,,
i86673,3/12/1986,u,673,,
i86A26,2/7/1986,f,A26,,
i86A71,1/25/1986,m,A71,,
i86B56,5/12/1986,m,B56,,
i86C13,4/28/1986,f,C13,,
i86D07,1/20/1986,u,D07,,
i86D74,11/26/1985,m,D74,,
i86D77,2/25/1986,u,D77,,
i86D79,2/5/1986,f,D79,,
i86D87,2/21/1986,m,D87,,
i86D88,4/18/1986,f,D88,,
I87,1/26/1985,m,931,,
i87262,12/9/1986,f,262,,
i87432,12/29/1986,f,432,,
i87577,3/7/1987,f,577,,
i87676,3/20/1987,f,676,,
i87745,1/29/1987,m,745,,
i87893,1/12/1987,f,893,,
i87974,1/25/1987,f,974,,
i87A65,3/29/1987,f,A65,,
i87A96,1/19/1987,f,A96,,
i87B12,2/6/1987,m,B12,,
i87B74,1/23/1987,u,B74,,
i87C39,1/3/1987,f,C39,,
i87C58,12/22/1986,m,C58,,
i87C97,2/19/1987,m,C97,,
i87D69,3/7/1987,m,D69,,
i87D80,1/19/1987,f,D80,,
i87D81,12/24/1986,f,D81,,
i87E65,3/2/1987,f,E65,,
i87E78,4/17/1987,m,E78,,
i87G32,2/24/1987,f,G32,,
I88,3/9/1985,f,929,,929
i88432,12/11/1987,f,432,,
i88446,5/11/1988,f,446,,
i88692,2/15/1988,f,692,,
i88B74,12/24/1987,f,B74,,
i88C13,12/21/1987,f,C13,,
i88C63,12/29/1987,f,C63,,
i88D86,1/31/1988,m,D86,,
i88G02,1/15/1988,f,G02,,
i88G14,2/9/1988,m,G14,,
i88G32,1/4/1988,m,G32,,
i88G51,2/6/1988,f,G51,,
i88G68,2/8/1988,m,G68,,
i88H61,2/14/1988,f,H61,,
I89,2/1/1985,f,C13,,
i89234,3/9/1989,m,234,,
i89262,1/30/1989,u,262,,
i89432,1/9/1989,f,432,,
i89498,6/1/1989,f,498,,
i89528,12/22/1988,f,528,,
i89530,2/15/1989,u,530,,
i89577,3/6/1989,m,577,,
i89584,1/28/1989,m,584,,
i89674,7/4/1989,f,674,,
i89693,3/19/1989,m,693,,
i897L,1/16/1989,m,7L,,
i89808,2/13/1989,m,808,,
i89846,12/17/1988,m,846,,
i89913,1/14/1989,m,913,,
i89941,1/20/1989,u,941,,
i89950,12/22/1988,f,950,,
i89966,1/31/1989,m,966,,
i89A26,2/5/1989,f,A26,,
i89A31,2/4/1989,m,A31,,
i89A47,1/19/1989,m,A47,,
i89B03,1/29/1989,u,B03,,
i89B04,4/3/1989,m,B04,,
i89B11,1/23/1989,f,B11,,
i89B59,12/18/1988,m,B59,,
i89B63,2/22/1989,m,B63,,
i89C10,12/26/1988,f,C10,,
i89C19,1/28/1989,m,C19,,
i89C38,2/5/1989,f,C38,,
i89C87,12/14/1988,m,C87,,
i89C97,2/9/1989,m,C97,,
i89D05,1/15/1989,m,D05,,
i89D09,2/14/1989,f,D09,,
i89D51,2/9/1989,f,D51,,
i89D76,1/14/1989,f,D76,,
i89D77,2/24/1989,f,D77,,
i89D79,3/2/1989,m,D79,,
i89D80,3/13/1989,f,D80,,
i89D83,12/11/1988,f,D83,,
i89D87,2/15/1989,f,D87,,
i89D90,1/21/1989,m,D90,,
i89D94,1/12/1989,f,D94,,
i89D99,1/17/1989,m,D99,,
i89E66,11/18/1988,m,E66,,
i89F09,1/2/1989,f,F09,,
i89F14,1/9/1989,f,F14,,
i89F38,2/25/1989,m,F38,,
i89F75,1/25/1989,f,F75,,
i89G01,1/17/1989,m,G01,,
i89G10,2/21/1989,f,G10,,
i89G12,1/19/1989,m,G12,,
i89G30,1/9/1989,m,G30,,
i89G47,2/3/1989,m,G47,,
i89G51,1/11/1989,m,G51,,
i89G73,12/25/1988,m,G73,,
i89G81,12/29/1988,m,G81,,
i89H02,2/7/1989,m,H02,,
i89H36,3/16/1989,m,H36,,
i89H41,1/8/1989,m,H41,,
i89H58,3/2/1989,m,H58,,
i89H61,12/24/1988,u,H61,,
i89H75,1/17/1989,m,H75,,
i89H80,2/13/1989,m,H80,,
i89H88,1/15/1989,m,H88,,
i89H96,3/2/1989,m,H96,,
i89I33,2/3/1989,m,I33,,
i89I66,1/22/1989,f,I66,,
i89I68,2/13/1989,m,I68,,
i89I83,2/5/1989,m,I83,,
i89I93,2/7/1989,m,I93,,
i89I94,2/15/1989,m,I94,,
i89I96,1/31/1989,m,I96,,
i89I98,1/18/1989,f,I98,,
i89J04,4/8/1989,m,J04,,
i89J06,1/24/1989,m,J06,,
i89J13,2/12/1989,m,J13,,
i89J20,3/12/1989,m,J20,,
i89J29,1/13/1989,m,J29,,
i89J30,1/18/1989,m,J30,,
i89J59,3/2/1989,m,J59,,
I9,3/7/1965,f,057,,
I90,2/24/1985,f,952,,
i90234,1/15/1990,f,234,,
i90432,1/17/1990,m,432,,
i90454,3/19/1990,m,454,,
i90585,1/4/1990,f,585,,
i90587,5/13/1990,f,587,,
i90693,4/3/1990,f,693,,
i90869,3/12/1990,f,869,,
i90950,1/14/1990,f,950,,
i90952,1/29/1990,f,952,,
i90A25,1/9/1990,m,A25,,
i90A31,1/27/1990,m,A31,,
i90A47,1/23/1990,f,A47,,
i90B03,1/1/1990,m,B03,,
i90B13,1/30/1990,m,B13,,
i90B59,1/22/1990,f,B59,,
i90B60,3/6/1990,u,B60,,
i90B68,1/9/1990,f,B68,,
i90B85,1/8/1990,f,B85,,
i90C40,1/16/1990,m,C40,,
i90D05,1/26/1990,f,D05,,
i90D76,1/28/1990,f,D76,,
i90D83,1/21/1990,f,D83,,
i90D86,2/1/1990,f,D86,,
i90D90,2/11/1990,f,D90,,
i90D99,1/15/1990,f,D99,,
i90E55,1/13/1990,f,E55,,
i90E78,4/2/1990,f,E78,,
i90F02,1/9/1990,f,F02,,
i90F14,1/22/1990,f,F14,,
i90F20,1/24/1990,m,F20,,
i90F29,3/2/1990,f,F29,,
i90F38,1/9/1990,m,F38,,
i90F83,3/12/1990,f,F83,,
i90G01,1/18/1990,m,G01,,
i90G12,1/14/1990,m,G12,,
i90G17,1/29/1990,m,G17,,
i90G19,2/3/1990,f,G19,,
i90G51,2/6/1990,m,G51,,
i90G73,1/27/1990,m,G73,,
i90H35,1/27/1990,f,H35,,
i90H38,1/23/1990,m,H38,,
i90H41,1/23/1990,m,H41,,
i90H48,2/13/1990,f,H48,,
i90H61,2/11/1990,f,H61,,
i90H76,1/14/1990,m,H76,,
i90H78,12/26/1989,f,H78,,
i90I12,1/20/1990,f,I12,,
i90I33,2/2/1990,f,I33,,
i90I34,12/26/1989,m,I34,,
i90I38,1/14/1990,f,I38,,
i90I73,1/1/1990,f,I73,,
i90I88,2/12/1990,f,I88,,
i90I90,1/25/1990,m,I90,,
i90I91,1/14/1990,f,I91,,
i90J12,12/31/1989,f,J12,,
i90J13,1/13/1990,m,J13,,
i90J20,3/30/1990,m,J20,,
i90J42,2/3/1990,f,J42,,
i90J45,1/29/1990,f,J45,,
i90J58,2/17/1990,m,J58,,
i90J66,12/18/1989,m,J66,,
i90J70,2/24/1990,m,J70,,
i90J79,4/23/1990,m,J79,,
i90J89,3/16/1990,f,J89,,
i90J91,2/22/1990,f,J91,,
i90K09,1/27/1990,f,K09,,
I91,1/10/1985,f,950,,
i91233,4/8/1991,f,233,,
i91405,3/5/1991,m,405,,
i91432,12/19/1990,f,432,,
i91587,4/6/1991,f,587,,
i91633,1/12/1991,f,633,,
i91660,4/7/1991,m,660,,
i91709,5/13/1991,m,709,,
i91710,12/29/1990,m,710,,
i91713,12/25/1990,f,713,,
i91844,2/8/1991,f,844,,
i91898,3/5/1991,m,898,,
i91964,4/29/1991,f,964,,
i91965,3/8/1991,m,965,,
i91966,3/11/1991,m,966,,
i91A27,1/11/1991,f,A27,,
i91A57,2/5/1991,f,A57,,
i91A58,3/26/1991,m,A58,,
i91A65,4/9/1991,m,A65,,
i91A67,2/12/1991,m,A67,,
i91A86,2/17/1991,m,A86,,
i91A91,12/15/1990,f,A91,,
i91A94,2/13/1991,f,A94,,
i91A96,1/7/1991,m,A96,,
i91B66,1/19/1991,m,B66,,
i91B75,12/23/1990,f,B75,,
i91C12,1/8/1991,f,C12,,
i91C40,1/7/1991,f,C40,,
i91C58,1/12/1991,f,C58,,
i91C75,12/19/1990,f,C75,,
i91D16,2/23/1991,m,D16,,
i91D74,2/19/1991,m,D74,,
i91D80,3/31/1991,m,D80,,
i91D85,2/19/1991,f,D85,,
i91D89,1/15/1991,m,D89,,
i91D92,1/30/1991,f,D92,,
i91E95,1/9/1991,m,E95,,
i91E98,12/30/1990,m,E98,,
i91F07,2/21/1991,m,F07,,
i91F25,1/7/1991,m,F25,,
i91F29,12/30/1990,m,F29,,
i91G14,1/30/1991,m,G14,,
i91G17,11/22/1990,f,G17,,
i91G32,3/31/1991,f,G32,,
i91G35,2/18/1991,m,G35,,
i91G38,12/8/1990,f,G38,,
i91G39,1/21/1991,f,G39,,
i91G40,3/23/1991,f,G40,,
i91G65,3/24/1991,m,G65,,
i91G82,2/7/1991,m,G82,,
i91H48,1/6/1991,f,H48,,
i91H74,5/4/1991,f,H74,,
i91H80,1/14/1991,m,H80,,
i91H82,1/23/1991,f,H82,,
i91H85,1/22/1991,m,H85,,
i91I01,3/8/1991,f,I01,,
i91I04,1/13/1991,m,I04,,
i91I07,5/6/1991,f,I07,,
i91I09,3/8/1991,f,I09,,
i91I10,1/9/1991,f,I10,,
i91I18,12/31/1990,f,I18,,
i91I19,1/8/1991,m,I19,,
i91I27,1/21/1991,m,I27,,
i91I38,1/6/1991,m,I38,,
i91I55,12/14/1990,f,I55,,
i91I70,5/2/1991,m,I70,,
i91I81,1/13/1991,f,I81,,
i91I82,3/12/1991,m,I82,,
i91I94,3/23/1991,f,I94,,
i91J07,12/8/1990,f,J07,,
i91J12,12/17/1990,m,J12,,
i91J15,12/12/1990,f,J15,,
i91J20,1/9/1991,m,J20,,
i91J23,1/2/1991,m,J23,,
i91J25,3/8/1991,f,J25,,
i91J29,1/29/1991,f,J29,,
i91J36,11/30/1990,m,J36,,
i91J46,1/15/1991,m,J46,,
i91J67,12/17/1990,f,J67,,
i91J77,2/19/1991,f,J77,,
i91J78,1/13/1991,f,J78,,
i91K07,1/8/1991,m,K07,,
i91K23,4/15/1991,f,K23,,
i91K30,3/28/1991,f,K30,,
i91K38,2/4/1991,m,K38,,
i91K43,1/29/1991,f,K43,,
i91K46,1/10/1991,f,K46,,
i91K59,1/4/1991,f,K59,,
i91K69,1/16/1991,f,K69,,
i91K93,1/16/1991,f,K93,,
i91K95,1/30/1991,f,K95,,
i91L45,2/13/1991,m,L45,,
i91L47,3/29/1991,f,L47,,
i91L50,2/16/1991,m,L50,,
i91L50a,2/27/1991,f,L50,,
i91L52,4/20/1991,f,L52,,
i91L54,1/28/1991,m,L54,,
i91L56,2/13/1991,f,L56,,
i91L58,1/23/1991,m,L58,,
i91L71,3/16/1991,m,L71,,
i91L72,2/12/1991,f,L72,,
i91L73,3/14/1991,m,L73,,
I92,3/2/1985,m,530,,
i92233,11/28/1991,f,233,,
i92454,1/15/1992,m,454,,
i92470,3/11/1992,m,470,,
i92526,1/26/1992,m,526,,
i92572,1/28/1992,f,572,,
i92577,3/16/1992,u,577,,
i92633,12/31/1991,m,633,,
i92671,2/24/1992,f,671,,
i92693,3/29/1992,f,693,,
i92710,2/12/1992,m,710,,
i92723,2/18/1992,m,723,,
i92958,12/25/1991,f,958,,
i92964,2/19/1992,m,964,,
i92966,3/10/1992,m,966,,
i92A67,3/6/1992,m,A67,,
i92A86,2/26/1992,f,A86,,
i92A91,12/29/1991,f,A91,,
i92A94,1/21/1992,f,A94,,
i92A96,1/2/1992,f,A96,,
i92B64,12/29/1991,m,B64,,
i92B66,1/18/1992,m,B66,,
i92C30,3/1/1992,m,C30,,
i92C39,1/27/1992,f,C39,,
i92C58,1/5/1992,f,C58,,
i92C62,1/22/1992,f,C62,,
i92C75,1/28/1992,m,C75,,
i92D16,2/7/1992,m,D16,,
i92D85,12/17/1991,m,D85,,
i92D86,12/29/1991,f,D86,,
i92D89,1/2/1992,f,D89,,
i92E95,1/12/1992,f,E95,,
i92E98,1/11/1992,m,E98,,
i92F02,1/26/1992,f,F02,,
i92F07,2/19/1992,m,F07,,
i92F09,12/22/1991,f,F09,,
i92F29,3/10/1992,m,F29,,
i92F30,1/30/1992,f,F30,,
i92F83,1/17/1992,f,F83,,
i92G35,2/1/1992,f,G35,,
i92G39,1/30/1992,f,G39,,
i92G42,12/24/1991,f,G42,,
i92G61,2/26/1992,m,G61,,
i92G81,1/28/1992,f,G81,,
i92G82,12/30/1991,u,G82,,
i92H03,12/24/1991,m,H03,,
i92H48,1/8/1992,f,H48,,
i92H57,12/14/1991,m,H57,,
i92H60,12/23/1991,f,H60,,
i92H80,1/11/1992,m,H80,,
i92H82,12/31/1991,m,H82,,
i92H85,1/17/1992,m,H85,,
i92I03,12/25/1991,m,I03,,
i92I04,1/13/1992,m,I04,,
i92I05,1/28/1992,m,I05,,
i92I07,4/10/1992,m,I07,,
i92I10,1/18/1992,m,I10,,
i92I11,12/30/1991,m,I11,,
i92I27,2/24/1992,f,I27,,
i92I28,12/23/1991,f,I28,,
i92I65,1/16/1992,m,I65,,
i92I70,3/28/1992,f,I70,,
i92I72,12/31/1991,f,I72,,
i92I81,12/25/1991,m,I81,,
i92I82,2/12/1992,m,I82,,
i92I95,12/19/1991,f,I95,,
i92J15,12/31/1991,f,J15,,
i92J23,1/15/1992,m,J23,,
i92J25,1/15/1992,m,J25,,
i92J37,1/24/1992,m,J37,,
i92J71,12/6/1991,f,J71,,
i92J77,1/25/1992,f,J77,,
i92J84,1/15/1992,m,J84,,
i92J96,3/5/1992,f,J96,,
i92J97,12/28/1991,m,J97,,
i92K30,2/12/1992,f,K30,,
i92K35,12/19/1991,m,K35,,
i92K37,12/23/1991,f,K37,,
i92K43,1/11/1992,f,K43,,
i92K45,3/22/1992,m,K45,,
i92K46,12/27/1991,f,K46,,
i92K69,12/24/1991,f,K69,,
i92K81,2/24/1992,m,K81,,
i92K90,1/17/1992,f,K90,,
i92K98,1/1/1992,m,K98,,
i92L19,12/19/1991,m,L19,,
i92L21,12/16/1991,m,L21,,
i92L37,1/1/1992,m,L37,,
i92L51,12/30/1991,m,L51,,
i92L52,2/15/1992,m,L52,,
i92L54,2/13/1992,f,L54,,
i92L56,2/17/1992,m,L56,,
i92L73,2/21/1992,m,L73,,
i92L80,1/11/1992,m,L80,,
i92L88,1/15/1992,m,L88,,
i92N54,12/2/1991,u,N54,,
i92N68,3/6/1992,m,N68,,
i92N73,2/27/1992,f,N73,,
i92N79,2/12/1992,m,N79,,
i92N93,1/17/1992,m,N93,,
i92O02,1/30/1992,f,O02,,
i92O09,2/23/1992,m,O09,,
i92O11,3/2/1992,m,O11,,
i92O45,1/7/1992,f,O45,,
i92O54,3/1/1992,f,O54,,
i92O61,2/22/1992,m,O61,,
i92O75,2/29/1992,m,O75,,
i92O84,12/29/1991,f,O84,,
I93,2/4/1985,f,673,,
i93405,1/24/1993,m,405,,
i93745,3/23/1993,m,745,,
i93747,1/29/1993,m,747,,
i93845,1/21/1993,m,845,,
i93874,1/6/1993,m,874,,
i93953,1/20/1993,f,953,,
i93970,2/2/1993,f,970,,
i93A41,3/30/1993,m,A41,,
i93B03,12/25/1992,m,B03,,
i93B11,1/3/1993,m,B11,,
i93B13,12/5/1992,m,B13,,
i93C13,1/18/1993,f,C13,,
i93C39,1/3/1993,m,C39,,
i93D12,1/11/1993,m,D12,,
i93D15,2/8/1993,m,D15,,
i93D50,1/11/1993,f,D50,,
i93D59,2/3/1993,m,D59,,
i93D81,3/9/1993,f,D81,,
i93D88,2/6/1993,u,D88,,
i93D89,11/10/1992,f,D89,,
i93D97,1/4/1993,m,D97,,
i93F38,1/14/1993,m,F38,,
i93G04,12/22/1992,f,G04,,
i93G19,12/8/1992,m,G19,,
i93G25,3/7/1993,m,G25,,
i93G31,12/29/1992,f,G31,,
i93H03,1/18/1993,m,H03,,
i93H54,1/5/1993,f,H54,,
i93H56,12/23/1992,m,H56,,
i93H71,12/4/1992,f,H71,,
i93I00,1/29/1993,m,I00,,
i93I22,11/25/1992,f,I22,,
i93I34,12/28/1992,f,I34,,
i93I42,12/13/1992,f,I42,,
i93I58,2/2/1993,m,I58,,
i93I59,12/14/1992,f,I59,,
i93I89,3/19/1993,f,I89,,
i93K46,1/27/1993,m,K46,,
i93K47,2/21/1993,f,K47,,
i93K48,11/30/1992,f,K48,,
i93K62,12/29/1992,f,K62,,
i93L15,1/11/1993,m,L15,,
i93L17,1/11/1993,m,L17,,
i93L21,12/16/1992,f,L21,,
i93L66,2/25/1993,f,L66,,
i93N57,12/11/1992,f,N57,,
i93N58,1/17/1993,m,N58,,
i93N66,1/22/1993,f,N66,,
i93N73,12/30/1992,m,N73,,
i93N74,1/18/1993,m,N74,,
i93N86,1/11/1993,f,N86,,
i93N93,1/4/1993,m,N93,,
i93O21,1/2/1993,f,O21,,
i93O24,1/18/1993,m,O24,,
i93O36,12/31/1992,u,O36,,
i93O70,12/21/1992,f,O70,,
i93O84,3/8/1993,f,O84,,
i93O92,12/23/1992,f,O92,,
i93R51,1/13/1993,u,R51,,
i93R72,1/31/1993,f,R72,,
i93R82,2/19/1993,m,R82,,
i93R87,1/18/1993,m,R87,,
i93R91,1/11/1993,f,R91,,
i93S21,1/27/1993,m,S21,,
i93S52,1/29/1993,f,S52,,
i93S58,2/10/1993,u,S58,,
i93S70,1/9/1993,m,S70,,
i93T08,1/18/1993,f,T08,,
i93T09,2/4/1993,f,T09,,
i93T23,1/8/1993,f,T23,,
I94,2/9/1985,f,C58,,
i94693,5/3/1994,f,693,,
i94741,12/9/1993,m,741,,
i94747,1/20/1994,f,747,,
i94987,2/17/1994,m,987,,
i94A41,12/15/1993,f,A41,,
i94B13,1/8/1994,m,B13,,
i94C13,1/10/1994,m,C13,,
i94C40,1/5/1994,f,C40,,
i94D50,1/7/1994,f,D50,,
i94D59,1/7/1994,m,D59,,
i94D88,2/11/1994,m,D88,,
i94D89,12/10/1993,m,D89,,
i94E76,12/26/1993,m,E76,,
i94F20,1/10/1994,m,F20,,
i94F23,1/24/1994,f,F23,,
i94F38,2/6/1994,u,F38,,
i94F72,12/30/1993,f,F72,,
i94F82,3/26/1994,m,F82,,
i94G04,12/20/1993,m,G04,,
i94G19,1/4/1994,f,G19,,
i94G25,1/12/1994,f,G25,,
i94G31,1/24/1994,f,G31,,
i94G42,2/2/1994,m,G42,,
i94G43,12/21/1993,m,G43,,
i94H54,1/3/1994,f,H54,,
i94H95,12/19/1993,m,H95,,
i94I00,1/21/1994,f,I00,,
i94I11,2/4/1994,f,I11,,
i94I22,12/17/1993,f,I22,,
i94I34,11/20/1993,f,I34,,
i94I42,1/24/1994,f,I42,,
i94I44,12/26/1993,m,I44,,
i94I59,12/17/1993,f,I59,,
i94I69,12/27/1993,f,I69,,
i94I89,2/25/1994,f,I89,,
i94J13,12/14/1993,f,J13,,
i94J29,1/1/1994,m,J29,,
i94J45,1/24/1994,f,J45,,
i94J92,1/28/1994,m,J92,,
i94K08,2/20/1994,m,K08,,
i94K17,1/12/1994,m,K17,,
i94K46,12/29/1993,f,K46,,
i94K48,12/18/1993,f,K48,,
i94K51,12/18/1993,f,K51,,
i94K62,12/29/1993,f,K62,,
i94L21,12/21/1993,f,L21,,
i94L41,2/19/1994,m,L41,,
i94L49,1/20/1994,f,L49,,
i94L66,2/1/1994,f,L66,,
i94L93,1/16/1994,m,L93,,
i94N57,12/18/1993,f,N57,,
i94N63,12/11/1993,f,N63,,
i94N66,12/22/1993,m,N66,,
i94N68,1/19/1994,m,N68,,
i94N74,12/18/1993,f,N74,,
i94N75,11/26/1993,f,N75,,
i94O20,2/25/1994,f,O20,,
i94O21,2/3/1994,f,O21,,
i94O24,2/9/1994,f,O24,,
i94O42,12/25/1993,m,O42,,
i94O45,3/19/1994,m,O45,,
i94O58,11/30/1993,f,O58,,
i94O68,12/19/1993,m,O68,,
i94O87,2/11/1994,m,O87,,
i94O90,1/5/1994,m,O90,,
i94O91,11/29/1993,m,O91,,
i94O92,1/22/1994,f,O92,,
i94O93,12/5/1993,m,O93,,
i94R62,1/19/1994,m,R62,,
i94R69,1/13/1994,f,R69,,
i94R71,3/2/1994,f,R71,,
i94R72,12/26/1993,f,R72,,
i94R80,3/19/1994,m,R80,,
i94R81,12/29/1993,m,R81,,
i94R91,1/29/1994,f,R91,,
i94R92,2/5/1994,f,R92,,
i94S49,1/10/1994,m,S49,,
i94S54,1/13/1994,m,S54,,
i94S57,1/8/1994,u,S57,,
i94S58,1/8/1994,m,S58,,
i94S70,1/16/1994,f,S70,,
i94S96,1/19/1994,f,S96,,
i94T18,11/30/1993,f,T18,,
i94T23,1/22/1994,m,T23,,
i94T75,1/24/1994,f,T75,,
i94T85,1/17/1994,f,T85,,
i94V03,1/15/1994,m,V03,,
i94V08,12/28/1993,f,V08,,
i94V43,1/28/1994,m,V43,,
i94V51,2/14/1994,f,V51,,
i94V53,2/12/1994,f,V53,,
i94V54,1/5/1994,f,V54,,
i94V55,1/8/1994,f,V55,,
i94V57,2/25/1994,f,V57,,
i94V66,2/19/1994,m,V66,,
i94V67,12/27/1993,m,V67,,
i94V71,3/26/1994,f,V71,,
i94V72,2/7/1994,m,V72,,
i94X73,2/9/1994,f,X73,,
I95,5/8/1985,f,B64,,B64
i95869,4/9/1995,f,869,,
i95987,1/12/1995,m,987,,
i95C26,1/30/1995,m,C26,,
i95C87,2/15/1995,f,C87,,
i95E78,1/21/1995,m,E78,,
i95F25,1/28/1995,f,F25,,
i95F38,12/15/1994,m,F38,,
i95G42,1/4/1995,m,G42,,
i95G43,1/6/1995,f,G43,,
i95H74,2/4/1995,m,H74,,
i95H95,12/29/1994,f,H95,,
i95I11,1/4/1995,f,I11,,
i95I69,12/29/1994,m,I69,,
i95J01,2/16/1995,f,J01,,
i95J28,1/26/1995,m,J28,,
i95J61,3/20/1995,m,J61,,
i95L66,2/8/1995,f,L66,,
i95L81,1/5/1995,m,L81,,
i95N05,3/26/1995,m,N05,,
i95N06,12/29/1994,m,N06,,
i95N99,1/26/1995,m,N99,,
i95O42,12/30/1994,u,O42,,
i95O52,3/18/1995,f,O52,,
i95O54,1/30/1995,m,O54,,
i95O68,2/5/1995,m,O68,,
i95R72,1/4/1995,m,R72,,
i95R75,12/26/1994,f,R75,,
i95R78,2/21/1995,m,R78,,
i95S37,1/10/1995,m,S37,,
i95S49,1/7/1995,m,S49,,
i95S57,12/25/1994,m,S57,,
i95S59,3/18/1995,f,S59,,
i95S70,12/23/1994,m,S70,,
i95S96,1/1/1995,m,S96,,
i95T28,1/17/1995,m,T28,,
i95T39,2/1/1995,u,T39,,
i95T51,12/5/1994,f,T51,,
i95T76,1/15/1995,f,T76,,
i95T84,12/22/1994,f,T84,,
i95V65,2/9/1995,m,V65,,
i95V81,2/5/1995,f,V81,,
i95X17,2/6/1995,f,X17,,
i95X22,1/20/1995,f,X22,,
i95X44,2/26/1995,f,X44,,
i95X67,1/11/1995,f,X67,,
i95Z67,2/15/1995,u,Z67,,
I96,2/19/1985,f,A25,,
i9606A,11/27/1995,f,06A,,
i9618A,2/5/1996,m,18A,,
i9619A,2/19/1996,f,19A,,
i9629A,1/22/1996,f,29A,,
i96577,5/9/1996,m,577,,
i96777,1/12/1996,m,777,,
i96B60,3/28/1996,f,B60,,
i96D82,1/21/1996,u,D82,,
i96F38,12/21/1995,m,F38,,
i96G68,2/4/1996,f,G68,,
i96G80,7/3/1996,f,G80,,
i96I68,2/7/1996,f,I68,,
i96J01,3/8/1996,m,J01,,
i96J12,2/8/1996,m,J12,,
i96J41,3/10/1996,f,J41,,
i96L26,1/25/1996,m,L26,,
i96L92,2/13/1996,f,L92,,
i96N05,2/9/1996,m,N05,,
i96N20,12/23/1995,f,N20,,
